Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No)
D2015,1/16/2025 10:05,Hydration,22:00:00,No,No
D2016,1/18/2025 21:25,Hydration,18:30:00,No,No
D2017,1/15/2025 4:58,Exercise,22:00:00,No,No
D2018,1/19/2025 18:12,Hydration,19:00:00,No,No
D2019,1/23/2025 7:48,Exercise,17:00:00,Yes,Yes
D2020,01-07-2025 12:08,Medication,16:30:00,Yes,Yes
D2021,01-11-2025 22:51,Hydration,14:30:00,Yes,Yes
D2022,01-05-2025 07:37,Appointment,08:30:00,Yes,Yes
D2023,1/23/2025 2:31,Hydration,10:00:00,No,No
D2024,1/30/2025 16:19,Appointment,18:30:00,No,No
D2025,01-06-2025 11:21,Medication,12:00:00,No,No
D2026,1/23/2025 21:22,Hydration,16:00:00,No,No
D2027,01-03-2025 04:38,Hydration,11:30:00,No,No
D2028,01-09-2025 13:41,Hydration,21:30:00,No,No
D2029,1/18/2025 4:27,Exercise,11:30:00,No,No
D2030,1/13/2025 0:21,Appointment,06:30:00,Yes,No
D2031,1/27/2025 20:32,Hydration,10:30:00,Yes,Yes
D2032,1/25/2025 11:23,Medication,13:00:00,No,No
D2033,01-04-2025 07:07,Medication,11:30:00,Yes,Yes
D2034,1/26/2025 1:26,Medication,07:30:00,No,No
D2035,1/27/2025 5:54,Hydration,06:30:00,Yes,Yes
D2036,01-06-2025 07:42,Exercise,09:00:00,Yes,Yes
D2037,01-08-2025 02:14,Exercise,07:00:00,No,No
D2038,01-02-2025 19:09,Exercise,10:00:00,No,No
D2039,1/16/2025 22:28,Medication,08:30:00,Yes,Yes
D2040,01-05-2025 22:40,Exercise,06:00:00,Yes,Yes
D2041,1/13/2025 23:58,Medication,13:00:00,No,No
D2042,01-05-2025 16:26,Hydration,10:30:00,Yes,Yes
D2043,1/16/2025 2:04,Exercise,21:30:00,Yes,Yes
D2044,01-03-2025 06:52,Medication,12:30:00,Yes,Yes
D2045,1/24/2025 10:45,Medication,10:00:00,No,No
D2046,1/19/2025 1:39,Medication,22:00:00,Yes,Yes
D2047,1/23/2025 8:49,Exercise,20:30:00,Yes,Yes
D2048,01-11-2025 10:37,Hydration,18:30:00,Yes,Yes
D2049,1/23/2025 10:55,Appointment,10:00:00,No,No
D2050,01-04-2025 11:47,Hydration,18:00:00,No,No
D2051,01-11-2025 22:55,Appointment,22:00:00,Yes,Yes
D2052,01-07-2025 17:25,Hydration,11:30:00,No,No
D2053,01-03-2025 01:48,Appointment,15:30:00,No,No
D2054,01-07-2025 18:55,Hydration,09:30:00,No,No
D2055,1/21/2025 20:02,Exercise,20:30:00,No,No
D2056,1/21/2025 12:50,Hydration,06:00:00,Yes,Yes
D2057,1/23/2025 3:18,Exercise,06:30:00,Yes,Yes
D2058,01-10-2025 22:30,Exercise,08:00:00,Yes,No
D2059,1/24/2025 7:08,Hydration,20:00:00,Yes,Yes
D2060,1/28/2025 11:20,Hydration,11:30:00,Yes,Yes
D2061,1/18/2025 17:08,Exercise,08:30:00,Yes,Yes
D2062,1/15/2025 12:28,Exercise,12:00:00,No,No
D2063,1/24/2025 19:14,Appointment,14:30:00,No,No
D2064,01-08-2025 22:56,Medication,11:00:00,Yes,Yes
D2065,1/24/2025 15:09,Hydration,17:00:00,No,No
D2066,1/25/2025 2:22,Appointment,22:00:00,Yes,Yes
D2067,1/16/2025 22:57,Hydration,16:00:00,No,No
D2068,1/17/2025 21:51,Appointment,06:00:00,No,No
D2069,01-08-2025 23:02,Hydration,09:30:00,No,No
D2070,01-10-2025 16:58,Appointment,11:30:00,No,No
D2071,01-10-2025 14:46,Exercise,16:30:00,No,No
D2072,1/14/2025 20:43,Medication,06:00:00,No,No
D2073,1/25/2025 12:14,Hydration,15:00:00,No,No
D2074,1/19/2025 12:29,Appointment,08:00:00,Yes,Yes
D2075,01-03-2025 18:08,Exercise,11:30:00,No,No
D2076,1/30/2025 1:29,Appointment,11:30:00,No,No
D2077,1/24/2025 1:18,Appointment,22:30:00,Yes,Yes
D2078,1/27/2025 20:07,Medication,07:00:00,No,No
D2079,1/27/2025 22:59,Medication,21:30:00,Yes,No
D2080,01-05-2025 14:27,Appointment,06:00:00,No,No
D2081,1/18/2025 8:50,Appointment,10:30:00,No,No
D2082,01-02-2025 18:47,Hydration,16:30:00,Yes,Yes
D2083,01-08-2025 18:02,Appointment,17:30:00,No,No
D2084,01-05-2025 21:34,Medication,12:30:00,Yes,Yes
D2085,1/19/2025 22:18,Hydration,14:30:00,No,No
D2086,01-11-2025 21:47,Hydration,20:00:00,No,No
D2087,1/26/2025 19:29,Exercise,14:30:00,No,No
D2088,1/24/2025 5:30,Exercise,11:00:00,No,No
D2089,1/18/2025 15:06,Hydration,14:00:00,No,No
D2090,1/14/2025 9:39,Exercise,12:30:00,Yes,No
D2091,1/27/2025 22:43,Medication,15:30:00,No,No
D2092,1/21/2025 6:34,Medication,12:00:00,Yes,No
D2093,01-05-2025 23:27,Exercise,07:30:00,Yes,No
D2094,1/14/2025 22:09,Appointment,06:00:00,Yes,Yes
D2095,01-01-2025 05:58,Medication,21:00:00,No,No
D2096,01-06-2025 04:31,Appointment,20:00:00,Yes,Yes
D2097,01-02-2025 12:21,Medication,19:00:00,Yes,Yes
D2098,01-03-2025 07:32,Hydration,16:30:00,No,No
D2099,1/21/2025 16:05,Medication,21:00:00,Yes,Yes
D2100,01-03-2025 19:37,Exercise,16:00:00,No,No
D2101,01-02-2025 20:17,Medication,22:00:00,Yes,No
D2102,1/27/2025 2:48,Hydration,06:30:00,Yes,Yes
D2103,1/23/2025 4:31,Medication,16:00:00,Yes,Yes
D2104,1/13/2025 19:14,Hydration,09:00:00,No,No
D2105,1/17/2025 15:56,Appointment,19:30:00,Yes,No
D2106,1/23/2025 7:00,Exercise,14:00:00,No,No
D2107,01-06-2025 11:17,Exercise,21:00:00,No,No
D2108,01-04-2025 12:10,Medication,20:30:00,No,No
D2109,01-04-2025 07:57,Appointment,15:00:00,No,No
D2110,1/14/2025 7:02,Exercise,12:00:00,No,No
D2111,1/18/2025 8:26,Medication,19:30:00,Yes,Yes
D2112,01-06-2025 05:38,Hydration,22:30:00,No,No
D2113,01-09-2025 21:00,Appointment,13:30:00,No,No
D2114,1/26/2025 14:55,Hydration,19:00:00,No,No
D2115,1/13/2025 16:56,Hydration,18:00:00,No,No
D2116,1/18/2025 2:07,Medication,12:00:00,No,No
D2117,1/13/2025 12:22,Appointment,16:00:00,Yes,Yes
D2118,01-05-2025 09:37,Hydration,12:00:00,Yes,Yes
D2119,1/26/2025 2:18,Exercise,15:30:00,Yes,Yes
D2120,1/26/2025 16:19,Medication,16:00:00,Yes,Yes
D2121,01-09-2025 18:29,Hydration,10:30:00,Yes,Yes
D2122,01-09-2025 07:34,Exercise,12:30:00,No,No
D2123,01-06-2025 21:32,Exercise,07:30:00,No,No
D2124,1/28/2025 11:47,Exercise,16:30:00,Yes,No
D2125,1/18/2025 6:58,Exercise,08:00:00,Yes,No
D2126,1/18/2025 13:35,Appointment,06:00:00,Yes,Yes
D2127,01-01-2025 17:11,Appointment,15:30:00,No,No
D2128,1/25/2025 19:27,Exercise,20:30:00,Yes,Yes
D2129,01-08-2025 08:54,Hydration,13:30:00,Yes,Yes
D2130,01-07-2025 11:22,Hydration,12:30:00,No,No
D2131,1/13/2025 6:27,Appointment,21:00:00,Yes,Yes
D2132,01-04-2025 05:13,Appointment,17:00:00,No,No
D2133,01-06-2025 15:24,Hydration,10:30:00,No,No
D2134,1/14/2025 16:19,Medication,06:30:00,No,No
D2135,1/15/2025 21:45,Medication,13:30:00,Yes,Yes
D2136,1/17/2025 7:49,Medication,11:30:00,No,No
D2137,01-12-2025 04:17,Exercise,14:00:00,No,No
D2138,01-07-2025 02:07,Hydration,16:00:00,No,No
D2139,01-10-2025 01:28,Exercise,14:00:00,Yes,Yes
D2140,1/28/2025 19:48,Exercise,18:30:00,Yes,No
D2141,1/19/2025 14:06,Hydration,13:30:00,Yes,Yes
D2142,1/29/2025 4:18,Medication,16:00:00,No,No
D2143,01-06-2025 05:57,Medication,21:00:00,Yes,No
D2144,01-12-2025 17:26,Hydration,16:00:00,No,No
D2145,1/25/2025 12:56,Hydration,11:30:00,Yes,Yes
D2146,1/17/2025 23:38,Hydration,13:00:00,Yes,Yes
D2147,1/28/2025 3:41,Appointment,17:30:00,No,No
D2148,01-06-2025 06:05,Medication,14:30:00,Yes,Yes
D2149,01-07-2025 22:16,Hydration,15:00:00,No,No
D2150,1/20/2025 19:39,Hydration,21:30:00,Yes,Yes
D2151,1/13/2025 11:20,Hydration,07:30:00,No,No
D2152,1/21/2025 6:15,Exercise,06:00:00,No,No
D2153,1/25/2025 18:21,Appointment,09:00:00,Yes,Yes
D2154,01-01-2025 23:50,Exercise,17:00:00,No,No
D2155,1/14/2025 19:24,Exercise,20:00:00,No,No
D2156,01-02-2025 11:11,Appointment,09:00:00,Yes,Yes
D2157,1/26/2025 18:52,Exercise,16:00:00,Yes,Yes
D2158,1/19/2025 0:14,Medication,13:30:00,No,No
D2159,1/30/2025 6:59,Exercise,07:00:00,Yes,Yes
D2160,1/26/2025 1:35,Appointment,09:00:00,No,No
D2161,01-08-2025 01:26,Appointment,10:30:00,No,No
D2162,1/22/2025 3:25,Hydration,21:00:00,No,No
D2163,1/16/2025 21:00,Appointment,22:00:00,No,No
D2164,1/16/2025 19:15,Medication,17:00:00,No,No
D2165,1/14/2025 3:59,Medication,15:30:00,No,No
D2166,01-10-2025 13:28,Exercise,19:00:00,Yes,Yes
D2167,1/14/2025 4:30,Medication,15:30:00,No,No
D2168,1/22/2025 2:28,Appointment,06:00:00,Yes,Yes
D2169,01-07-2025 20:08,Exercise,11:30:00,No,No
D2170,1/28/2025 22:25,Hydration,16:00:00,Yes,Yes
D2171,01-09-2025 18:03,Hydration,15:30:00,Yes,Yes
D2172,01-12-2025 20:15,Hydration,15:30:00,Yes,Yes
D2173,01-03-2025 05:26,Exercise,19:00:00,Yes,Yes
D2174,1/13/2025 17:50,Appointment,19:30:00,No,No
D2175,1/16/2025 14:58,Hydration,09:30:00,No,No
D2176,01-08-2025 22:00,Hydration,17:00:00,No,No
D2177,1/24/2025 16:38,Exercise,09:00:00,No,No
D2178,1/17/2025 0:25,Hydration,20:00:00,Yes,Yes
D2179,01-08-2025 00:09,Exercise,09:30:00,No,No
D2180,01-01-2025 04:18,Hydration,19:30:00,Yes,Yes
D2181,1/16/2025 16:49,Appointment,11:30:00,No,No
D2182,01-09-2025 09:26,Exercise,09:00:00,Yes,No
D2183,01-11-2025 07:40,Exercise,20:30:00,Yes,Yes
D2184,01-07-2025 10:05,Appointment,10:00:00,No,No
D2185,1/22/2025 11:47,Appointment,07:00:00,Yes,Yes
D2186,1/16/2025 23:52,Hydration,17:30:00,No,No
D2187,1/29/2025 22:11,Hydration,17:30:00,Yes,No
D2188,1/27/2025 21:01,Medication,17:00:00,Yes,Yes
D2189,1/21/2025 19:59,Hydration,17:30:00,Yes,Yes
D2190,01-05-2025 06:58,Medication,06:30:00,No,No
D2191,1/17/2025 11:40,Medication,07:30:00,Yes,Yes
D2192,1/22/2025 9:28,Hydration,17:30:00,No,No
D2193,1/23/2025 23:21,Exercise,15:00:00,Yes,Yes
D2194,1/28/2025 16:18,Appointment,22:30:00,Yes,Yes
D2195,1/23/2025 18:05,Medication,14:30:00,Yes,Yes
D2196,01-01-2025 08:59,Hydration,11:00:00,Yes,No
D2197,01-05-2025 11:03,Appointment,10:00:00,Yes,Yes
D2198,01-03-2025 14:11,Exercise,07:30:00,Yes,Yes
D2199,01-10-2025 01:34,Medication,10:30:00,No,No
D2200,1/29/2025 12:41,Hydration,14:00:00,Yes,Yes
D2201,1/22/2025 18:46,Exercise,14:30:00,No,No
D2202,1/21/2025 18:35,Exercise,08:30:00,Yes,Yes
D2203,01-07-2025 22:43,Hydration,14:30:00,No,No
D2204,01-03-2025 23:57,Appointment,15:00:00,Yes,Yes
D2205,1/24/2025 11:55,Exercise,10:30:00,No,No
D2206,1/27/2025 20:35,Medication,06:30:00,No,No
D2207,01-04-2025 08:15,Appointment,16:30:00,Yes,Yes
D2208,01-02-2025 04:24,Appointment,15:00:00,Yes,Yes
D2209,01-05-2025 06:25,Exercise,11:00:00,No,No
D2210,1/25/2025 4:50,Medication,21:30:00,No,No
D2211,01-04-2025 04:18,Hydration,22:30:00,Yes,Yes
D2212,1/28/2025 7:58,Appointment,15:30:00,Yes,No
D2213,01-06-2025 06:55,Exercise,08:00:00,No,No
D2214,1/25/2025 13:45,Exercise,11:30:00,Yes,Yes
D2215,1/27/2025 17:27,Hydration,16:00:00,No,No
D2216,1/22/2025 5:45,Appointment,08:30:00,No,No
D2217,1/27/2025 19:32,Hydration,09:30:00,No,No
D2218,1/22/2025 21:49,Appointment,14:00:00,Yes,Yes
D2219,1/17/2025 0:34,Hydration,16:30:00,Yes,Yes
D2220,1/22/2025 17:25,Appointment,18:00:00,No,No
D2221,1/25/2025 17:13,Exercise,13:00:00,Yes,No
D2222,1/30/2025 23:26,Medication,15:00:00,No,No
D2223,01-12-2025 06:29,Hydration,11:30:00,Yes,Yes
D2224,1/20/2025 3:19,Hydration,21:30:00,Yes,Yes
D2225,1/21/2025 19:16,Appointment,20:30:00,Yes,No
D2226,1/26/2025 21:14,Exercise,11:00:00,Yes,No
D2227,1/15/2025 23:14,Appointment,10:00:00,No,No
D2228,1/29/2025 13:22,Exercise,18:30:00,Yes,No
D2229,01-08-2025 12:30,Hydration,06:00:00,Yes,Yes
D2230,1/22/2025 20:51,Appointment,18:00:00,No,No
D2231,1/27/2025 16:58,Hydration,17:00:00,Yes,Yes
D2232,01-05-2025 20:50,Medication,19:00:00,No,No
D2233,1/22/2025 4:35,Medication,12:00:00,No,No
D2234,1/16/2025 18:27,Hydration,09:30:00,Yes,Yes
D2235,1/13/2025 14:47,Medication,15:30:00,No,No
D2236,1/13/2025 12:14,Medication,17:30:00,Yes,Yes
D2237,01-11-2025 22:04,Appointment,17:00:00,No,No
D2238,01-06-2025 00:54,Hydration,06:30:00,Yes,Yes
D2239,01-02-2025 00:44,Medication,12:30:00,Yes,Yes
D2240,01-12-2025 12:30,Exercise,20:30:00,Yes,Yes
D2241,1/25/2025 20:41,Appointment,21:00:00,No,No
D2242,1/17/2025 7:18,Exercise,19:00:00,No,No
D2243,01-12-2025 20:55,Medication,11:30:00,Yes,Yes
D2244,01-07-2025 08:08,Exercise,22:00:00,Yes,Yes
D2245,1/20/2025 7:19,Medication,07:30:00,No,No
D2246,01-08-2025 14:49,Hydration,16:30:00,No,No
D2247,1/23/2025 10:34,Appointment,18:00:00,Yes,No
D2248,1/23/2025 2:17,Hydration,15:00:00,No,No
D2249,1/28/2025 1:38,Appointment,14:30:00,Yes,Yes
D2250,1/19/2025 22:53,Medication,08:00:00,Yes,Yes
D2251,1/17/2025 12:24,Hydration,20:00:00,No,No
D2252,1/22/2025 19:09,Exercise,20:00:00,Yes,Yes
D2253,01-05-2025 06:31,Exercise,17:30:00,Yes,Yes
D2254,1/18/2025 21:39,Appointment,07:00:00,Yes,Yes
D2255,1/30/2025 12:03,Appointment,17:30:00,Yes,Yes
D2256,01-08-2025 01:33,Appointment,06:00:00,Yes,Yes
D2257,1/17/2025 2:58,Exercise,18:30:00,No,No
D2258,01-10-2025 14:24,Exercise,17:00:00,Yes,Yes
D2259,01-01-2025 19:39,Exercise,13:00:00,Yes,No
D2260,01-10-2025 22:30,Medication,21:00:00,Yes,Yes
D2261,1/22/2025 4:14,Medication,21:30:00,No,No
D2262,1/29/2025 9:17,Appointment,21:00:00,Yes,No
D2263,1/27/2025 14:11,Medication,22:00:00,Yes,Yes
D2264,1/30/2025 0:59,Exercise,20:00:00,Yes,Yes
D2265,1/25/2025 23:45,Exercise,16:00:00,Yes,Yes
D2266,01-08-2025 04:27,Appointment,07:30:00,Yes,Yes
D2267,01-06-2025 17:28,Exercise,18:30:00,Yes,Yes
D2268,01-06-2025 21:01,Exercise,15:30:00,No,No
D2269,1/20/2025 7:34,Hydration,09:30:00,Yes,Yes
D2270,01-09-2025 13:56,Appointment,10:30:00,Yes,Yes
D2271,1/23/2025 14:34,Hydration,19:30:00,Yes,Yes
D2272,1/29/2025 22:07,Hydration,11:00:00,No,No
D2273,1/18/2025 2:55,Appointment,22:30:00,Yes,Yes
D2274,1/17/2025 23:14,Appointment,06:30:00,No,No
D2275,1/26/2025 5:50,Hydration,18:30:00,No,No
D2276,1/30/2025 15:29,Exercise,12:30:00,No,No
D2277,01-02-2025 02:29,Appointment,13:30:00,Yes,Yes
D2278,1/21/2025 14:37,Appointment,08:30:00,Yes,Yes
D2279,1/25/2025 18:52,Exercise,09:30:00,Yes,Yes
D2280,01-09-2025 09:46,Medication,15:30:00,No,No
D2281,1/28/2025 12:11,Medication,07:00:00,Yes,Yes
D2282,1/21/2025 22:51,Medication,18:00:00,No,No
D2283,1/15/2025 5:58,Appointment,08:30:00,Yes,Yes
D2284,01-01-2025 14:19,Appointment,21:30:00,Yes,Yes
D2285,1/24/2025 0:18,Appointment,06:00:00,No,No
D2286,01-06-2025 04:35,Hydration,18:00:00,Yes,Yes
D2287,1/23/2025 23:05,Appointment,09:00:00,Yes,Yes
D2288,1/15/2025 1:48,Appointment,14:00:00,No,No
D2289,01-06-2025 18:48,Hydration,10:00:00,No,No
D2290,01-07-2025 05:05,Exercise,07:00:00,No,No
D2291,01-07-2025 04:28,Hydration,09:00:00,No,No
D2292,1/25/2025 3:59,Exercise,13:30:00,No,No
D2293,01-12-2025 01:19,Hydration,07:30:00,Yes,Yes
D2294,01-07-2025 14:35,Exercise,14:00:00,Yes,Yes
D2295,1/21/2025 5:04,Medication,22:00:00,No,No
D2296,01-12-2025 22:31,Exercise,09:30:00,Yes,Yes
D2297,01-09-2025 06:42,Exercise,14:30:00,Yes,Yes
D2298,1/14/2025 18:04,Medication,11:30:00,Yes,Yes
D2299,1/19/2025 1:21,Medication,19:30:00,Yes,No
D2300,1/30/2025 0:36,Appointment,06:30:00,No,No
D2301,1/13/2025 12:41,Exercise,17:00:00,Yes,No
D2302,1/19/2025 13:03,Medication,13:00:00,Yes,Yes
D2303,1/21/2025 17:02,Hydration,14:00:00,No,No
D2304,01-10-2025 09:31,Medication,16:00:00,Yes,Yes
D2305,1/22/2025 20:58,Hydration,10:00:00,No,No
D2306,1/17/2025 18:56,Medication,10:00:00,No,No
D2307,1/19/2025 23:29,Hydration,08:00:00,No,No
D2308,01-01-2025 12:51,Appointment,17:00:00,No,No
D2309,1/27/2025 5:56,Appointment,22:30:00,No,No
D2310,1/20/2025 15:23,Exercise,15:00:00,Yes,Yes
D2311,01-08-2025 19:08,Exercise,06:30:00,No,No
D2312,1/16/2025 4:03,Medication,15:00:00,No,No
D2313,01-07-2025 15:37,Exercise,07:30:00,No,No
D2314,1/26/2025 6:56,Hydration,16:00:00,No,No
D2315,1/14/2025 9:54,Hydration,09:30:00,No,No
D2316,1/27/2025 19:18,Hydration,06:30:00,Yes,Yes
D2317,1/30/2025 9:05,Hydration,14:30:00,Yes,Yes
D2318,01-11-2025 01:00,Hydration,07:00:00,Yes,Yes
D2319,1/16/2025 16:55,Exercise,07:30:00,Yes,Yes
D2320,1/13/2025 10:31,Medication,16:00:00,No,No
D2321,1/29/2025 4:48,Exercise,11:30:00,No,No
D2322,1/13/2025 23:37,Appointment,20:00:00,Yes,No
D2323,1/14/2025 14:11,Appointment,22:00:00,No,No
D2324,1/17/2025 1:38,Appointment,20:00:00,Yes,Yes
D2325,01-12-2025 19:09,Hydration,22:30:00,No,No
D2326,1/21/2025 18:09,Exercise,11:30:00,Yes,Yes
D2327,1/29/2025 1:01,Hydration,08:30:00,Yes,Yes
D2328,1/26/2025 19:18,Appointment,20:30:00,No,No
D2329,1/20/2025 11:18,Hydration,21:30:00,No,No
D2330,01-12-2025 16:16,Hydration,16:30:00,Yes,No
D2331,1/26/2025 2:18,Appointment,12:30:00,Yes,Yes
D2332,01-09-2025 07:19,Appointment,14:00:00,No,No
D2333,1/18/2025 9:03,Exercise,07:30:00,Yes,Yes
D2334,1/30/2025 8:30,Exercise,07:00:00,No,No
D2335,01-05-2025 23:08,Appointment,12:00:00,Yes,Yes
D2336,01-07-2025 19:57,Medication,14:30:00,No,No
D2337,1/15/2025 13:11,Medication,10:30:00,Yes,Yes
D2338,1/19/2025 5:57,Appointment,17:30:00,No,No
D2339,1/28/2025 12:12,Appointment,21:30:00,Yes,Yes
D2340,1/25/2025 15:34,Hydration,21:30:00,Yes,Yes
D2341,1/27/2025 9:18,Exercise,15:30:00,Yes,Yes
D2342,1/21/2025 0:32,Exercise,16:00:00,No,No
D2343,1/21/2025 20:05,Medication,14:30:00,No,No
D2344,01-02-2025 00:07,Hydration,16:00:00,Yes,No
D2345,01-05-2025 22:50,Appointment,14:00:00,Yes,No
D2346,1/28/2025 19:06,Hydration,14:30:00,No,No
D2347,01-03-2025 17:45,Exercise,17:30:00,Yes,Yes
D2348,1/23/2025 5:07,Appointment,10:00:00,Yes,Yes
D2349,1/21/2025 7:39,Medication,21:30:00,Yes,Yes
D2350,01-10-2025 17:17,Appointment,06:00:00,Yes,Yes
D2351,1/23/2025 22:29,Exercise,07:00:00,No,No
D2352,01-10-2025 07:00,Appointment,11:30:00,Yes,Yes
D2353,1/29/2025 2:01,Exercise,09:00:00,Yes,Yes
D2354,1/22/2025 21:03,Hydration,16:00:00,No,No
D2355,01-04-2025 15:05,Exercise,14:30:00,No,No
D2356,1/21/2025 3:24,Appointment,07:30:00,Yes,Yes
D2357,01-05-2025 20:15,Hydration,14:30:00,Yes,Yes
D2358,01-11-2025 07:45,Appointment,08:30:00,Yes,No
D2359,01-10-2025 18:26,Exercise,10:00:00,No,No
D2360,01-02-2025 00:21,Medication,18:30:00,Yes,Yes
D2361,1/14/2025 23:37,Exercise,08:30:00,Yes,No
D2362,01-06-2025 17:36,Appointment,11:00:00,No,No
D2363,1/21/2025 4:23,Appointment,11:00:00,No,No
D2364,1/27/2025 23:31,Hydration,21:30:00,Yes,No
D2365,1/27/2025 14:42,Medication,21:30:00,No,No
D2366,1/28/2025 0:12,Hydration,21:30:00,Yes,Yes
D2367,01-01-2025 23:18,Exercise,13:30:00,Yes,Yes
D2368,01-11-2025 22:14,Appointment,21:30:00,No,No
D2369,1/20/2025 18:47,Appointment,22:30:00,Yes,Yes
D2370,1/26/2025 9:43,Hydration,14:30:00,No,No
D2371,1/23/2025 19:27,Exercise,08:00:00,No,No
D2372,01-01-2025 10:10,Appointment,20:30:00,No,No
D2373,01-06-2025 10:08,Hydration,06:00:00,No,No
D2374,1/30/2025 10:48,Exercise,09:00:00,Yes,Yes
D2375,1/13/2025 9:53,Hydration,12:30:00,Yes,Yes
D2376,01-07-2025 07:40,Appointment,20:30:00,No,No
D2377,1/25/2025 4:57,Exercise,22:30:00,No,No
D2378,1/25/2025 16:46,Hydration,09:30:00,No,No
D2379,01-05-2025 23:24,Appointment,15:30:00,No,No
D2380,1/24/2025 7:48,Hydration,14:30:00,Yes,Yes
D2381,01-04-2025 08:01,Medication,11:00:00,Yes,Yes
D2382,01-06-2025 20:02,Appointment,19:30:00,No,No
D2383,1/26/2025 17:15,Hydration,12:00:00,Yes,No
D2384,1/22/2025 23:34,Appointment,13:00:00,No,No
D2385,1/19/2025 19:07,Exercise,10:30:00,Yes,Yes
D2386,1/25/2025 7:21,Hydration,16:30:00,Yes,Yes
D2387,01-09-2025 09:43,Medication,19:00:00,Yes,Yes
D2388,1/17/2025 23:12,Hydration,22:30:00,Yes,Yes
D2389,1/18/2025 1:23,Hydration,17:30:00,No,No
D2390,1/26/2025 17:24,Hydration,18:00:00,No,No
D2391,1/26/2025 9:31,Medication,06:30:00,No,No
D2392,01-09-2025 04:48,Exercise,20:30:00,No,No
D2393,1/22/2025 16:35,Medication,15:00:00,Yes,Yes
D2394,1/15/2025 20:00,Appointment,07:00:00,Yes,No
D2395,01-11-2025 05:29,Exercise,10:30:00,No,No
D2396,1/24/2025 0:51,Exercise,06:30:00,No,No
D2397,01-03-2025 17:43,Medication,07:30:00,No,No
D2398,1/15/2025 0:18,Hydration,17:30:00,No,No
D2399,1/22/2025 2:46,Medication,20:00:00,Yes,Yes
D2400,1/28/2025 1:17,Hydration,16:00:00,Yes,Yes
D2401,01-10-2025 20:45,Exercise,15:00:00,Yes,Yes
D2402,1/27/2025 19:53,Appointment,11:30:00,No,No
D2403,01-11-2025 13:01,Appointment,14:30:00,No,No
D2404,1/13/2025 15:25,Exercise,11:00:00,Yes,Yes
D2405,01-09-2025 11:30,Hydration,20:00:00,Yes,Yes
D2406,01-09-2025 16:52,Exercise,19:30:00,Yes,No
D2407,01-07-2025 21:49,Hydration,11:30:00,No,No
D2408,1/16/2025 18:58,Hydration,11:30:00,Yes,No
D2409,1/30/2025 10:52,Appointment,16:30:00,No,No
D2410,01-08-2025 21:17,Medication,07:00:00,No,No
D2411,1/13/2025 7:46,Exercise,20:00:00,Yes,Yes
D2412,01-09-2025 12:34,Appointment,10:30:00,Yes,No
D2413,1/20/2025 10:26,Appointment,17:00:00,Yes,Yes
D2414,1/19/2025 17:23,Medication,10:00:00,No,No
D2415,1/17/2025 10:19,Appointment,15:00:00,No,No
D2416,01-11-2025 05:50,Hydration,10:30:00,No,No
D2417,1/29/2025 15:11,Exercise,21:30:00,No,No
D2418,01-01-2025 23:02,Appointment,16:00:00,Yes,Yes
D2419,01-01-2025 19:28,Appointment,19:30:00,Yes,No
D2420,1/22/2025 9:42,Exercise,10:30:00,Yes,Yes
D2421,1/22/2025 20:53,Appointment,16:30:00,Yes,Yes
D2422,1/16/2025 6:05,Hydration,18:30:00,Yes,Yes
D2423,01-08-2025 03:40,Medication,13:30:00,Yes,Yes
D2424,1/29/2025 0:40,Exercise,20:00:00,Yes,Yes
D2425,01-05-2025 21:02,Medication,16:00:00,No,No
D2426,01-03-2025 19:54,Appointment,16:00:00,No,No
D2427,1/29/2025 9:54,Appointment,12:00:00,Yes,Yes
D2428,1/18/2025 18:16,Medication,14:30:00,Yes,Yes
D2429,1/23/2025 18:18,Medication,08:00:00,Yes,Yes
D2430,01-01-2025 23:21,Medication,16:00:00,Yes,No
D2431,1/14/2025 0:39,Exercise,18:00:00,Yes,Yes
D2432,1/15/2025 21:20,Hydration,17:30:00,Yes,Yes
D2433,1/23/2025 17:10,Medication,22:30:00,No,No
D2434,1/19/2025 7:34,Hydration,18:30:00,No,No
D2435,1/24/2025 3:15,Appointment,10:00:00,No,No
D2436,01-02-2025 03:44,Hydration,12:30:00,Yes,Yes
D2437,1/14/2025 18:09,Medication,16:30:00,Yes,Yes
D2438,1/29/2025 5:22,Hydration,21:00:00,No,No
D2439,1/28/2025 4:20,Hydration,21:30:00,No,No
D2440,1/17/2025 0:27,Medication,12:30:00,No,No
D2441,1/14/2025 20:58,Medication,06:00:00,No,No
D2442,1/13/2025 18:56,Hydration,12:30:00,No,No
D2443,1/13/2025 22:15,Medication,21:00:00,Yes,Yes
D2444,1/20/2025 18:34,Exercise,10:00:00,No,No
D2445,01-07-2025 10:11,Hydration,16:00:00,Yes,No
D2446,01-12-2025 07:04,Exercise,14:30:00,No,No
D2447,1/21/2025 5:50,Appointment,15:30:00,Yes,Yes
D2448,01-12-2025 17:50,Exercise,12:30:00,Yes,Yes
D2449,1/17/2025 7:03,Exercise,13:30:00,Yes,Yes
D2450,1/19/2025 18:35,Exercise,19:30:00,Yes,Yes
D2451,1/18/2025 2:50,Medication,13:00:00,Yes,No
D2452,1/28/2025 20:47,Appointment,15:00:00,Yes,Yes
D2453,1/13/2025 7:15,Appointment,11:00:00,No,No
